,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,lon,lat,fire_start_date,rmax_mean_8w,rmin_mean_8w,sph_mean_8w,srad_mean_8w,tmmn_mean_8w,tmmx_mean_8w,vs_mean_8w,bi_mean_8w,fm100_mean_8w,fm1000_mean_8w,erc_mean_8w,etr_mean_8w,pet_mean_8w,vpd_mean_8w,pr_sum_8w,th_sin_8w,th_cos_8w,rmax_mean_6w,rmin_mean_6w,sph_mean_6w,srad_mean_6w,tmmn_mean_6w,tmmx_mean_6w,vs_mean_6w,bi_mean_6w,fm100_mean_6w,fm1000_mean_6w,erc_mean_6w,etr_mean_6w,pet_mean_6w,vpd_mean_6w,pr_sum_6w,th_sin_6w,th_cos_6w,rmax_mean_4w,rmin_mean_4w,sph_mean_4w,srad_mean_4w,tmmn_mean_4w,tmmx_mean_4w,vs_mean_4w,bi_mean_4w,fm100_mean_4w,fm1000_mean_4w,erc_mean_4w,etr_mean_4w,pet_mean_4w,vpd_mean_4w,pr_sum_4w,th_sin_4w,th_cos_4w,rmax_mean_2w,rmin_mean_2w,sph_mean_2w,srad_mean_2w,tmmn_mean_2w,tmmx_mean_2w,vs_mean_2w,bi_mean_2w,fm100_mean_2w,fm1000_mean_2w,erc_mean_2w,etr_mean_2w,pet_mean_2w,vpd_mean_2w,pr_sum_2w,th_sin_2w,th_cos_2w,log_acres_burned
395,Roblar Fire,Y,2016-07-30T14:15:00Z,2016-07-21T16:06:00Z,Camp Pendleton Military Base,,San Diego,Roblar Rd and Case Springs (Camp Pendleton),1245.0,100.0,,Camp Pendleton Military Base,-117.35093,33.393,,78eccd24-9fe2-4ccd-90fa-a1e0fdc19b41,https://www.fire.ca.gov/incidents/2016/7/21/roblar-fire/,2016-07-30T14:15:00Z,2016-07-30,2016-07-21,N,False,False,-117.35093,33.393,2016-07-21,88.82857,47.942852,0.009345001,326.4643,287.08572,297.10715,2.8142855,32.42857,14.021429,14.8571415,38.714287,5.9642863,5.0285716,0.8242858,0.0,-0.730401,-0.59862274,87.692856,44.649998,0.009740713,318.1643,288.6286,300.07144,3.128571,34.785713,14.1,14.67143,39.5,6.735714,5.4714284,1.2328571,0.0,-0.7804481,-0.51349723,86.47142,44.00714,0.010250001,338.0357,289.60712,299.77856,2.8571432,36.5,12.192857,13.1285715,46.07143,6.742858,5.635714,1.0921428,0.0,-0.43636054,-0.80916405,86.38572,38.335716,0.009987856,335.56427,289.6357,301.50717,2.7,35.857143,12.914287,13.264287,45.5,7.085715,5.835715,1.3185714,0.0,-0.81156266,-0.541395,7.1276936993473985
396,Table Fire,Y,2016-07-22T12:00:00Z,2016-07-21T20:30:00Z,CAL FIRE Siskiyou Unit,,Siskiyou,"Table Rock Rd & Harry Cash Rd, Montague",23.0,100.0,,CAL FIRE Siskiyou Unit,-122.36924,41.71847,,5d276af0-17d5-47d5-8f0e-86756d91b5c6,https://www.fire.ca.gov/incidents/2016/7/21/table-fire/,2016-07-22T12:00:00Z,2016-07-22,2016-07-21,N,True,False,-122.36924,41.71847,2016-07-21,78.42857,24.97143,0.007825,351.37137,283.30713,303.9857,2.9214284,36.07143,10.07857,13.364285,49.5,8.571428,6.664286,1.7692858,0.5,-0.18465471,-0.26561695,76.45714,30.628574,0.006017857,327.17856,280.24997,297.2143,3.3999999,31.714285,11.05,12.3785715,47.857143,7.107143,5.4928575,1.1949999,25.699999,-0.39879355,-0.24303146,74.721436,24.1,0.008071428,350.5357,284.94284,305.01425,2.6499999,44.0,8.721429,11.364286,59.42857,8.650001,6.771428,1.8950001,0.0,-0.58117217,-0.45835975,79.25714,28.32857,0.0074421423,328.05716,283.2857,301.57858,2.9928572,38.714287,10.214285,10.9,55.857143,7.707143,6.0142856,1.5142858,6.4,-0.6098235,-0.4386317,3.1780538303479458
397,Bradley Fire,Y,2016-07-23T08:45:00Z,2016-07-22T15:15:00Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"off Highway 101 and San Antonio River, south of Bradley ",100.0,100.0,,CAL FIRE San Benito-Monterey Unit,-120.81081,35.85093,,947aab39-3d8a-4841-8fc3-d129d8bbf6a3,https://www.fire.ca.gov/incidents/2016/7/22/bradley-fire/,2016-07-23T08:45:00Z,2016-07-23,2016-07-22,N,True,False,-120.81081,35.85093,2016-07-22,79.707146,14.878572,0.0069235717,346.3714,284.52145,308.7357,2.835714,46.714287,9.328572,11.492857,59.642857,10.1285715,7.535714,2.535,0.0,-0.78240097,-0.28646606,72.03572,17.235716,0.005972857,331.8857,284.69998,305.14285,3.4857142,54.714287,8.828572,10.178573,64.71429,9.978572,7.2714286,2.2428572,0.0,-0.82322216,0.325912,77.76428,14.4,0.00691,354.92856,285.22858,309.5,3.4857142,62.0,8.014285,8.6214285,73.21429,11.47857,8.307142,2.6535716,0.0,-0.7121588,-0.23743294,79.9,14.164285,0.006897857,352.84283,285.3,308.58572,3.1642857,54.42857,9.764285,9.478571,66.57143,10.728572,7.8642855,2.5678573,0.0,-0.7703028,0.029188532,4.61512051684126
398,Soberanes Fire,Y,2022-10-26T08:16:29Z,2016-07-22T08:48:00Z,US Forest Service - Los Padres National Forest,,Monterey,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",132127.0,100.0,,US Forest Service - Los Padres National Forest,-121.89938,36.45994,,977ac7ce-4204-4cd3-9f89-727142165261,https://www.fire.ca.gov/incidents/2016/7/22/soberanes-fire/,2016-10-13T11:30:00Z,2016-10-13,2016-07-22,N,True,False,-121.89938,36.45994,2016-07-22,82.80714,38.40714,0.006650715,351.6357,286.02142,296.8643,3.4357145,35.57143,12.135714,14.392858,42.57143,6.3642855,5.1571426,1.1871427,0.0,-0.64913183,0.4756677,82.885704,37.042854,0.006792143,347.0143,283.70715,294.9214,5.9357147,50.42857,11.507142,12.92143,47.42857,7.721429,5.8,0.90999997,0.0,-0.5750498,0.6712875,75.73572,42.764286,0.006974286,355.27142,286.3643,294.77142,5.085714,47.642857,10.928572,11.907144,50.5,7.0428576,5.5142856,0.9728572,0.0,-0.5535657,0.7091436,79.70714,41.607147,0.0072642863,340.62143,285.62857,294.35,5.428571,50.07143,11.250001,11.492857,51.285713,7.057143,5.428571,0.84999996,0.0,-0.55857235,0.7033015,11.791526428685817
399,Holy Fire,Y,2016-09-05T06:55:00Z,2016-08-31T04:10:00Z,Cleveland National Forest,,Orange,off Trabuco Creek Rd near Holy Jim Trail,150.0,100.0,,Cleveland National Forest,-117.5221,33.6542,,d045584a-8838-4d64-91dc-3ebfbcd8e708,https://www.fire.ca.gov/incidents/2016/8/31/holy-fire/,2016-09-05T06:55:00Z,2016-09-05,2016-08-31,N,False,False,-117.5221,33.6542,2016-08-31,64.03571,27.528568,0.008627143,340.25,290.35715,303.47855,2.8642857,50.785713,8.507143,9.2,67.07143,8.492857,6.664285,1.8728572,0.0,-0.42995742,-0.8866188,55.607143,24.642859,0.009818572,331.09283,296.1143,307.59283,3.1285717,58.42857,6.85,7.964286,75.71429,9.764285,7.4285707,2.6507142,0.0,-0.3957973,-0.88971585,63.392853,32.31429,0.010349998,312.89285,294.23575,304.19998,2.7785716,50.642857,8.85,8.364285,68.85714,8.135714,6.3857145,2.0414283,0.0,-0.27124584,-0.89232117,60.00714,29.285717,0.009587144,302.05713,294.07858,304.09995,2.8285713,53.07143,8.064285,8.092857,72.14286,8.15,6.25,2.0642858,0.0,-0.40938598,-0.8460395,5.017279836814924
400,Ken Fire,Y,2016-09-04T18:55:00Z,2016-09-03T21:51:00Z,San Bernardino National Forest,,San Bernardino,Off I-15 Between Kenwood and Blue Cut in the Cajon Pass,20.0,100.0,,San Bernardino National Forest,-117.4415,34.25858,,383c3df6-a1eb-40fd-b798-41481dff679a,https://www.fire.ca.gov/incidents/2016/9/3/ken-fire/,2016-09-04T18:55:00Z,2016-09-04,2016-09-03,N,False,False,-117.4415,34.25858,2016-09-03,44.335716,12.214286,0.005548571,344.95712,290.0143,305.18573,3.7928576,72.28571,5.5357146,6.9857144,85.0,10.728571,7.807143,2.5992856,0.0,-0.8544094,-0.45411727,58.68571,20.685715,0.008727857,324.6357,292.4,306.42145,2.9142857,58.857143,6.564286,6.321429,82.5,9.235715,7.042857,2.4335713,0.9,-0.6791809,-0.652089,48.292854,13.55,0.0061042863,315.25714,290.34286,304.9857,3.1142857,66.5,6.192857,6.607143,85.07143,9.592857,7.0285716,2.469286,0.0,-0.6595292,-0.6621364,53.107143,18.200003,0.006565714,292.77142,289.45,302.93573,2.964286,63.0,6.5214286,6.428571,83.78571,8.292857,6.135714,2.1392856,0.0,-0.67467946,-0.60913074,3.044522437723423
401,Saddle Fire,Y,2022-10-24T11:14:19Z,2016-09-05T16:28:00Z,CAL FIRE / Butte County Fire,,Butte,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",800.0,100.0,Nelson Bar Road at Lunt Road will reopen at 6:00 p.m. tonight (9/7/2016),"CAL FIRE / Butte County Fire, Butte County Sherrif's Office, CHP, State Parks, CalTrans, NVADG, Butte County Public Works, Town of Paradise Public Works, Paradise P.D. Butte EMS, Butte County Search & Rescue, US Forest Service, BLM, and the California Conservation Corp",-121.571,39.6871,,c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d,https://www.fire.ca.gov/incidents/2016/9/5/saddle-fire/,2016-09-12T14:51:00Z,2016-09-12,2016-09-05,N,True,False,-121.571,39.6871,2016-09-05,48.92143,22.614286,0.007363572,360.13574,291.43573,306.94998,2.9357142,56.785713,6.9357147,8.107142,75.28571,9.900001,7.5428567,2.5585713,0.0,0.34230086,-0.83349705,47.864285,19.385714,0.0077164285,342.68573,292.94287,309.5643,2.207143,56.142857,5.764286,6.907143,83.42857,9.264285,7.142857,3.0685713,0.0,0.42022055,-0.7753873,47.735714,18.564285,0.0074121435,318.09283,292.77145,308.69287,2.0642858,55.5,6.107143,6.5357146,84.42857,8.557142,6.5428576,2.8835716,0.0,0.53912044,-0.74086326,51.214287,18.835712,0.006190714,291.14285,289.30002,305.25717,2.7142854,60.857143,6.3857145,6.3571434,84.35714,8.392858,6.1214285,2.4014285,0.0,0.011408814,-0.90092546,6.68586094706836
402,Ruff Fire ,Y,2016-09-15T09:10:00Z,2016-09-10T14:06:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off of Hwy 101 and Woodruff Rd, north of Laytonville",50.0,100.0,,CAL FIRE Mendocino Unit,-123.5044,39.7299,,2a2e0af5-24d7-4903-bab4-3705f5d788fb,https://www.fire.ca.gov/incidents/2016/9/10/ruff-fire/,2016-09-15T09:10:00Z,2016-09-15,2016-09-10,N,True,False,-123.5044,39.7299,2016-09-10,74.57143,24.249998,0.006873571,355.54288,283.87857,304.35004,6.2785716,62.357143,10.035714,12.135714,55.0,12.028571,8.414286,1.9392855,0.0,-0.43740013,0.744843,75.50715,21.064285,0.0066778576,330.72855,283.97144,303.56427,6.15,70.35714,8.85,10.250001,63.785713,11.264287,7.8499994,1.8400002,0.0,-0.5002627,0.75221264,59.992855,14.692857,0.0058235717,303.12857,285.27142,305.90714,4.2285714,66.21429,7.1071424,9.028571,72.64286,10.907144,7.557142,2.3171427,0.0,-0.6034215,0.5112587,80.85714,22.607143,0.006203572,280.41428,281.32855,299.6,6.907143,74.78571,10.564287,9.264287,64.35714,9.135715,6.2714286,1.3507143,0.0,-0.40774176,0.52848953,3.9318256327243257
403,Spring Fire,Y,2016-09-09T06:00:00Z,2016-09-07T16:53:00Z,San Bernardino County Fire ,,San Bernardino,"off of Hwy 138 & Los Flores Rd, south of Hesperia",50.0,100.0,,San Bernardino County Fire ,-117.3189,34.3183,,324a3c48-efcc-4385-ab87-baf0b5e29b5d,https://www.fire.ca.gov/incidents/2016/9/7/spring-fire/,2016-09-09T06:00:00Z,2016-09-09,2016-09-07,N,True,False,-117.3189,34.3183,2016-09-07,37.707146,9.3,0.0052557145,340.57144,291.92145,309.69287,3.542857,77.07143,4.3214283,5.7214293,93.57143,11.942856,8.535715,3.3749998,0.0,-0.80053633,-0.5540581,55.95,18.27857,0.007840714,318.09286,291.65,308.10715,2.8714283,59.785713,6.642857,5.8928566,84.64286,9.5,7.135714,2.8335717,0.7,-0.6660913,-0.67681706,48.31429,14.82857,0.0061549996,303.85,291.01428,306.91428,3.1714284,68.5,5.8357134,6.028572,87.78571,9.764285,7.0642858,2.7407143,0.0,-0.7219648,-0.5849077,48.592854,14.52143,0.005604286,287.80716,289.07144,304.36426,3.0857143,66.78571,6.1214285,6.0642858,86.92857,8.828571,6.364286,2.4385715,0.0,-0.61475515,-0.5967086,3.9318256327243257
404,Phoenix Fire,Y,2023-10-20T09:52:20Z,2016-09-07T15:09:00Z,Tahoe National Forest,,Nevada,west of Fordyce Lake near Soda Springs ,38.0,100.0,,Tahoe National Forest,-120.51887,39.39051,,af8f8070-a3d6-4ca2-8e2b-6da1049a5bea,https://www.fire.ca.gov/incidents/2016/9/7/phoenix-fire/,2016-09-08T09:52:07Z,2016-09-08,2016-09-07,N,False,False,-120.51887,39.39051,2016-09-07,46.964283,21.864285,0.0046985713,348.12143,281.2,296.2214,3.1,57.5,6.8,8.1214285,75.14286,7.4214287,5.8285713,1.3728572,0.0,0.11121043,-0.9185344,46.407146,19.207142,0.0049850005,329.92142,282.4643,297.56427,2.4214287,56.57143,6.107143,7.064286,81.42857,7.1357145,5.6357145,1.5114286,0.0,0.1407413,-0.8502708,50.507145,20.571428,0.0055285715,306.64285,283.74283,298.3643,2.4642854,56.214287,6.6857147,6.8214293,81.07143,6.8642855,5.392857,1.5607144,0.8,0.12223552,-0.82273805,49.39286,19.857143,0.0041935714,282.40714,280.24283,293.90714,2.9285715,60.42857,6.735714,6.742858,81.14286,6.2499995,4.721429,1.2064285,0.0,-0.10090059,-0.87518084,3.6635616461296463
405,Lake Fire,Y,2016-09-12T19:00:00Z,2016-09-10T15:45:00Z,CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,,Shasta,"off of Lake Blvd south of Shasta Dam Blvd, Shasta Lake City",75.0,100.0,,CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,-122.4096,40.68192,,47ee7239-2bc9-4794-8582-982a92fdda9f,https://www.fire.ca.gov/incidents/2016/9/10/lake-fire/,2016-09-12T19:00:00Z,2016-09-12,2016-09-10,N,True,False,-122.4096,40.68192,2016-09-10,39.52143,19.057142,0.00733,356.31427,293.6643,310.16428,2.5571427,59.357143,5.4357142,6.9214287,84.14286,10.142858,7.735714,3.2828572,0.0,-0.4022529,-0.29650044,52.20714,18.814285,0.007857143,332.0071,292.8143,309.3,2.5,59.785713,6.042858,6.2857146,85.5,9.6428585,7.271428,2.9592857,0.0,-0.293425,-0.5880343,43.59286,14.107142,0.006952857,304.85715,294.19284,311.4643,2.0285716,58.57143,5.4357142,5.971429,89.07143,8.8714285,6.6214285,3.5921433,0.0,0.051828563,-0.8161879,41.93572,14.8,0.005612143,276.93573,291.26428,306.17856,3.0,67.92857,5.45,5.6785707,89.85714,9.335714,6.535714,2.7242856,0.0,-0.30375838,-0.14194189,4.330733340286331
406,Storksbill Fire,Y,2016-07-23T18:00:00Z,2016-07-22T13:15:00Z,CAL FIRE Amador-El Dorado Unit,,El Dorado,off Storksbill Rd in Pilot Hill ,50.0,100.0,,"CAL FIRE Amador-El Dorado Unit, El Dorado Hills Fire, El Dorado County Fire, El Dorado County Sheriffs, BLM, State Parks, USFS, Garden Valley, CHP, Cameron Park Fire Deparment",-121.00299,38.79549,,f273dffb-e1eb-48dc-b0f9-908857e78095,https://www.fire.ca.gov/incidents/2016/7/22/storksbill-fire/,2016-07-23T18:00:00Z,2016-07-23,2016-07-22,N,True,False,-121.00299,38.79549,2016-07-22,71.149994,24.885714,0.008189286,352.5,288.09286,306.67145,2.0785716,38.214287,8.900001,12.25,55.92857,8.157143,6.578572,2.2028575,0.0,-0.5465909,-0.36027303,70.16428,26.45,0.0066435714,322.55,285.32858,302.5143,2.6785717,45.642857,8.8714285,10.485715,61.42857,7.7999997,6.0642858,1.78,0.0,-0.38602597,-0.48026904,62.97143,19.664286,0.007402857,360.56427,289.15714,308.10715,2.3999999,51.92857,6.8571424,8.764287,73.28571,9.392858,7.285714,2.5957143,0.0,-0.41500854,-0.52024555,66.87858,20.464285,0.006738571,354.49286,287.02142,305.7357,2.664286,53.5,7.978572,8.3642845,72.92857,9.057143,6.9714284,2.257857,0.0,-0.3912827,-0.70808256,3.9318256327243257
407,Rock Fire,Y,2016-07-24T14:30:00Z,2016-07-22T14:47:00Z,CAL FIRE San Diego Unit,,San Diego,"off Highway 67 & Rockhouse Road, near Ramona",28.0,100.0,,CAL FIRE San Diego Unit,-116.9571,33.00056,,0b655a9d-94b3-4095-acfd-d40ac8347318,https://www.fire.ca.gov/incidents/2016/7/22/rock-fire/,2016-07-24T14:30:00Z,2016-07-24,2016-07-22,N,True,False,-116.9571,33.00056,2016-07-22,95.65,40.92143,0.009979286,345.67142,286.1357,301.7357,2.2142856,21.714285,14.992858,16.564287,32.142857,6.307143,5.4428573,1.2078571,1.9000001,-0.81955,-0.23182675,87.19285,36.07143,0.009772858,331.2643,287.77142,303.20712,3.1071427,33.142857,13.12857,15.192857,39.857143,7.9928575,6.2928567,1.5785714,0.0,-0.5663213,-0.13093102,90.09285,35.95,0.010722858,349.9571,288.32858,303.9,2.0642858,32.5,12.178573,13.264285,46.42857,7.0214295,5.9928575,1.4435714,0.0,-0.60275966,-0.6959319,91.47143,32.378574,0.010702856,347.94287,288.34286,305.22144,2.3785713,32.92857,13.528571,13.592857,44.57143,7.7,6.3285713,1.6335714,0.0,-0.8317572,-0.12989053,3.367295829986474
408,Franklin Fire,Y,2016-07-24T19:00:00Z,2016-07-24T16:30:00Z,CAL FIRE Santa Clara Unit,,Contra Costa,"Cummings Skyway & Franklin Canyon, 6 miles southeast of Rodeo",40.0,100.0,,CAL FIRE Santa Clara Unit,-122.1885,38.01264,,416155ea-f8ff-43cf-abf0-e888584bf5bc,https://www.fire.ca.gov/incidents/2016/7/24/franklin-fire/,2016-07-24T19:00:00Z,2016-07-24,2016-07-24,N,True,False,-122.1885,38.01264,2016-07-24,90.66429,31.085712,0.008235,352.33566,285.89285,300.42145,3.95,43.785713,11.914286,13.364285,47.42857,8.907143,6.7571425,1.2814285,0.0,-0.9464811,-0.27237487,82.07857,30.150003,0.0073357145,329.57144,286.08572,299.67142,4.2214284,48.285713,10.721429,12.300001,52.142857,8.864286,6.600001,1.3499998,0.0,-0.93702304,-0.26274523,89.03571,31.257147,0.008185,355.69998,285.89285,300.07855,4.628571,52.07143,11.2,11.428572,54.214287,9.414287,7.028572,1.2464285,0.0,-0.9219125,-0.37401083,85.50715,26.814287,0.007811428,349.2643,286.16428,301.6143,4.2571425,50.57143,11.171428,11.478571,54.642857,9.857142,7.2785716,1.4692857,0.0,-0.94030124,-0.28946802,3.713572066704308
409,Fork Fire,Y,2016-07-31T18:55:00Z,2016-07-29T17:55:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Off Mammoth Pool Rd & Douglas Ranger Station Rd, east of North Fork",38.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.4741,37.24006,,7066c984-1420-4c59-b175-9536da4c5d14,https://www.fire.ca.gov/incidents/2016/7/29/fork-fire/,2016-07-31T18:55:00Z,2016-07-31,2016-07-29,N,True,False,-119.4741,37.24006,2016-07-29,61.242863,28.085712,0.0074878572,333.30716,286.77142,301.9143,2.5285714,39.357143,8.064285,10.635713,60.142857,7.7214284,6.1500006,1.737857,5.0,-0.34777573,-0.66948265,46.164288,19.800001,0.0070535713,341.55716,289.87143,306.69287,2.3571427,50.142857,6.6857147,9.214286,71.71429,8.857142,6.921429,2.5571427,0.0,-0.32318357,-0.65167093,60.37857,21.335714,0.007779286,350.99286,288.42142,305.54288,2.2142856,52.285713,6.885714,7.714286,77.35714,8.414286,6.714286,2.195,0.0,-0.48394537,-0.5578788,40.87857,14.028572,0.006382142,344.4,290.90714,308.6,2.3357143,59.42857,5.3857145,6.85,85.42857,9.442857,7.2,2.9978573,0.0,-0.26135784,-0.7454055,3.6635616461296463
410,Frymire Fire,Y,2016-08-01T08:05:00Z,2016-07-30T17:25:00Z,CAL FIRE Tuolumne-Calaveras unit,,Tuolumne,"Off Frymire Rd & Morrison Rd, east of Oakdale",32.0,100.0,,CAL FIRE Tuolumne-Calaveras unit,-120.69521,37.81434,,f4026428-ad5a-42c7-b68e-959554a31343,https://www.fire.ca.gov/incidents/2016/7/30/frymire-fire/,2016-08-01T08:05:00Z,2016-08-01,2016-07-30,N,True,False,-120.69521,37.81434,2016-07-30,79.92143,24.014286,0.0074035716,347.9143,286.9143,304.4571,2.992857,46.42857,9.257143,11.1,59.357143,9.0,6.871429,1.9407141,0.0,-0.77086955,0.61034536,68.3,17.02143,0.007245,360.90717,289.4,309.50714,3.142857,55.285713,7.6142855,9.678572,68.78571,11.164286,8.271429,2.822143,0.0,-0.66514474,0.73563296,79.957146,21.185717,0.007965714,356.35715,288.02142,306.85715,3.292857,54.92857,9.228571,9.085715,67.5,10.2,7.65,2.2364287,0.0,-0.7069608,0.7019345,63.32857,14.421428,0.0066885715,349.64285,289.82144,309.83572,2.957143,58.5,7.214286,8.564286,74.57143,11.035714,8.092857,3.0385716,0.0,-0.75622,0.61846316,3.4965075614664802
411,Sierra Fire,Y,2016-07-31T18:30:00Z,2016-07-30T17:25:00Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Off Sierra Rd & Calaveras Rd, Spring Valley",114.0,100.0,,CAL FIRE Santa Clara Unit,-121.79669,37.41896,,4c88252e-34a5-4912-a590-2c4539866c62,https://www.fire.ca.gov/incidents/2016/7/30/sierra-fire/,2016-07-31T18:30:00Z,2016-07-31,2016-07-30,N,True,False,-121.79669,37.41896,2016-07-30,76.78571,35.350002,0.007490714,339.69284,285.5,297.77856,3.6785715,45.92857,9.685715,11.85,54.0,7.171428,5.657142,1.1514285,0.0,-0.9434536,0.16157998,56.021427,22.37143,0.0070792856,356.83572,290.92856,303.14285,3.6857142,55.857143,7.592857,10.25,65.57143,9.97143,7.4571433,2.0614285,0.0,-0.79474396,0.5328961,72.85714,29.850002,0.0076728575,361.59995,286.8857,300.0143,3.714286,54.357143,9.442858,9.3785715,64.5,8.364285,6.4928575,1.4107143,0.0,-0.89915323,0.2344277,54.95714,21.07857,0.0066285715,351.22144,290.9,303.2786,3.4357147,58.92857,7.342858,8.821428,71.85714,9.621429,7.1928573,2.2457144,0.0,-0.8535104,0.37575358,4.74493212836325
412,Gopher Fire,Y,2016-08-11T18:30:00Z,2016-08-10T09:14:00Z,CAL FIRE San Diego Unit,,San Diego,"I-15 & Lawrence Welk Drive, Gopher Canyon",35.0,100.0,,CAL FIRE San Diego Unit,-117.14547,33.22558,,4f623d67-d74b-4e8f-92f4-ed728970e20e,https://www.fire.ca.gov/incidents/2016/8/10/gopher-fire/,2016-08-11T18:30:00Z,2016-08-11,2016-08-10,N,True,False,-117.14547,33.22558,2016-08-10,84.76428,33.4,0.010446428,331.30713,289.4,304.55716,2.9857142,35.42857,12.22857,14.4,43.642857,8.3,6.549999,1.6457144,0.0,-0.48996094,-0.6569457,96.67857,43.600002,0.011259287,344.62857,288.46426,301.55,2.7357142,32.785713,14.157143,13.750001,41.5,6.7642856,5.7499995,1.0314285,0.0,-0.44487518,-0.80242974,83.34286,32.392857,0.011187143,338.62857,290.67856,306.05,2.6857145,35.714287,11.8,13.407143,47.07143,8.257143,6.6428566,1.7621429,0.0,-0.57450145,-0.68257946,91.4,44.47857,0.012694285,318.80713,291.2857,303.79282,2.8285716,34.857143,13.264287,12.750001,45.285713,6.9714284,5.7999997,1.2628573,0.0,-0.46588352,-0.84437954,3.58351893845611
413,Baker Fire,Y,2016-08-04T07:50:00Z,2016-08-03T17:27:00Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Off Baker Rd & Plymire Rd, 2 miles NW of Red Bluff",80.0,100.0,,CAL FIRE Tehama-Glenn Unit,-122.26736,40.19611,,140161a1-ca06-448a-87f2-27e688b2d922,https://www.fire.ca.gov/incidents/2016/8/3/baker-fire/,2016-08-04T07:50:00Z,2016-08-04,2016-08-03,N,True,False,-122.26736,40.19611,2016-08-03,58.742855,26.314285,0.0067657153,323.89285,288.94998,302.75714,4.0714283,42.714287,8.3785715,9.592857,61.642857,9.892856,7.2571425,1.9971426,39.899998,-0.21892083,-0.4984414,56.585716,19.485716,0.008428572,361.77142,292.9857,310.4857,2.9928572,52.42857,6.5142856,8.864286,71.92857,11.392856,8.521429,3.0571434,0.0,-0.27792537,-0.06386048,61.035713,23.242855,0.007817857,350.65,290.51428,306.55713,3.357143,55.142857,7.135714,7.9285707,73.71429,10.314286,7.7428575,2.3685718,0.0,-0.39128932,-0.24177547,55.414284,15.842857,0.0075421436,348.0357,292.55,312.1643,2.9357142,56.642857,6.121429,7.085715,80.35714,11.335714,8.307143,3.482143,0.0,-0.2735745,-0.53671944,4.394449154672439
414,99 Fire,Y,2022-10-24T11:11:51Z,2016-08-02T14:35:00Z,CAL FIRE Butte Unit,,Butte,"Off of Highway 99 and Neal Road, south of Chico",520.0,100.0,,CAL FIRE Butte Unit,-121.7192,39.6708,,e5122d1e-2bfc-4fa6-8152-da309e02c004,https://www.fire.ca.gov/incidents/2016/8/2/99-fire/,2016-08-03T08:00:00Z,2016-08-03,2016-08-02,N,True,False,-121.7192,39.6708,2016-08-02,78.32857,35.45714,0.008460001,321.99286,287.09283,302.2571,3.0499997,40.285713,10.571427,11.142856,54.285713,7.5714293,5.964286,1.5528573,6.7000003,0.18672897,-0.8602063,72.07143,25.714289,0.009803572,357.2429,290.7,309.5857,2.0357144,42.42857,8.571429,10.307142,63.42857,8.671428,7.0428576,2.4792857,0.0,0.09061946,-0.7660584,76.73572,29.864286,0.009182143,357.64996,289.15717,305.8786,2.4285715,44.07143,9.857142,10.057143,61.57143,8.164286,6.6071424,1.9599999,0.0,0.08762329,-0.8746821,60.62857,19.764284,0.008079286,351.8643,290.7143,310.30716,2.2642856,50.07143,7.207143,8.8785715,72.5,9.307143,7.2357144,2.9150002,0.0,0.62569857,-0.5936623,6.255750041753367
